Date_Time,Year,Month,Day,Hour,Minute,Day_Night,Departure_Location,Arrival_Location,Number_of_Passengers,Seat_Selection,Bus_Type,Customer_ID,Contact_Email,Contact_Phone,Ticket_Price,Payment_Method,Transaction_ID,Bus_Operator,Bus_ID,Departure_Time,Route_Info,Coupon_Code,Discount_Percentage,Cancellation_Time,Refund_Amount,Review_Text,Rating,Popular_Destinations,Regional_Trends,Bus_Occupancy,Punctuality,Peak_Travel_Seasons,Gender,Device_Type,Operating_System,Browser
2024-12-12 14:39:38,2024,12,12,14,39,Day,Kumbakonam,Pollachi,2,"15, 26",Scania AC,546119,customer52@example.com,+123456774089,105.25,Debit Card,7805611494,Kesineni Travels,BUS355,2024-05-30 12:20:20,"Neyveli, Kumbakonam",DISCOUNT2,10,2023-02-24 15:49:32,49.51,Experience was excellent!,4.6,"Madurai, Karur",Region 4: Higher booking volume in this region,0.85,On-time performance is 79%,"Season 7, Season 2",Female,Desktop,iOS,Firefox
2017-08-07 22:53:59,2017,8,7,22,53,Night,Vellore,Erode,3,"15, 14",Luxury AC/Non-AC,355247,customer72@example.com,+123456731489,230.24,Debit Card,1919342844,KPN Travels,BUS432,2024-12-10 14:48:01,"Nagercoil, Salem, Cuddalore, Chennai",DISCOUNT5,11,2023-09-17 14:45:51,29.13,Experience was average!,3.2,"Ranipet, Tirunelveli, Karur",Region 5: Higher booking volume in this region,0.56,On-time performance is 98%,"Season 1, Season 4",Female,Mobile,macOS,Edge
2021-06-17 09:11:31,2021,6,17,9,11,Day,Erode,Vellore,2,"6, 25",Semi-Sleeper Non-AC,729267,customer33@example.com,+123456735289,75.16,Debit Card,2015087287,ABT X Travels,BUS231,2023-03-13 17:02:06,"Madurai, Thoothukudi, Nagercoil, Erode",DISCOUNT5,8,2024-07-26 12:21:32,27.13,Experience was excellent!,4.5,"Pollachi, Tirunelveli, Vellore",Region 5: Higher booking volume in this region,0.51,On-time performance is 84%,"Season 1, Season 4",Male,Mobile,Windows,Edge
2016-10-01 16:27:03,2016,10,1,16,27,Day,Cuddalore,Dindigul,3,"20, 11",Double Decker AC/Non-AC,207021,customer45@example.com,+123456747889,85.33,Debit Card,2437228088,Kesineni Travels,BUS684,2023-10-30 04:21:41,"Rajapalayam, Cuddalore, Neyveli, Tirunelveli",DISCOUNT13,15,2023-12-29 15:32:58,22.77,Experience was good!,4.1,"Rajapalayam, Nagercoil, Erode",Region 3: Higher booking volume in this region,0.85,On-time performance is 86%,"Season 7, Season 1",Female,Mobile,iOS,Opera
2022-11-04 01:48:03,2022,11,4,1,48,Night,Chennai,Madurai,2,"15, 16",Mercedes Benz AC,396029,customer47@example.com,+123456776289,101.53,Debit Card,9424426385,KPN Travels,BUS912,2023-07-24 03:12:00,"Neyveli, Erode",DISCOUNT1,6,2024-01-03 08:28:04,41.36,Experience was average!,3.0,"Madurai, Vellore, Nagercoil",Region 3: Higher booking volume in this region,0.77,On-time performance is 81%,"Season 5, Season 4",Male,Mobile,macOS,Edge
2019-05-22 13:23:39,2019,5,22,13,23,Day,Erode,Salem,4,"21, 24",Volvo Multi-Axle AC,998855,customer93@example.com,+123456710589,232.57,Credit Card,2333922988,Pandian Roadways,BUS515,2024-09-09 14:33:12,"Cuddalore, Dindigul, Coimbatore, Tiruchirappalli",DISCOUNT3,14,2024-05-27 22:54:38,44.33,Experience was excellent!,3.7,"Neyveli, Madurai, Rajapalayam, Ranipet",Region 2: Higher booking volume in this region,0.93,On-time performance is 100%,"Season 5, Season 6",Female,Desktop,iOS,Opera
2022-07-15 10:25:47,2022,7,15,10,25,Day,Kancheepuram,Thoothukudi,1,"29, 20",Party Buses,528971,customer1@example.com,+123456769789,298.08,Debit Card,7739776193,Sharma Transports,BUS109,2023-05-26 15:14:40,"Tiruchirappalli, Salem",DISCOUNT8,12,2024-11-24 01:33:32,12.39,Experience was excellent!,4.0,"Tiruchirappalli, Neyveli, Ranipet, Chennai, Kancheepuram",Region 2: Higher booking volume in this region,0.88,On-time performance is 92%,"Season 7, Season 6",Female,Desktop,Android,Edge
2017-01-12 10:41:37,2017,1,12,10,41,Day,Thanjavur,Thanjavur,3,"16, 26",Party Buses,431657,customer34@example.com,+123456745989,84.46,Credit Card,8948484962,SRS Travels,BUS362,2023-08-13 19:53:18,"Thanjavur, Kumbakonam, Vellore, Kancheepuram",DISCOUNT18,10,2024-04-04 16:45:03,45.25,Experience was excellent!,3.3,"Chennai, Tirunelveli, Kancheepuram",Region 5: Higher booking volume in this region,0.53,On-time performance is 94%,"Season 5, Season 7",Female,Tablet,Windows,Chrome
2023-02-21 04:41:50,2023,2,21,4,41,Night,Kancheepuram,Dindigul,3,"23, 28",Party Buses,782505,customer73@example.com,+123456755689,277.68,Credit Card,5589092550,RKT Tours and Travels,BUS414,2024-09-21 15:06:34,"Kumbakonam, Pollachi, Nagercoil",DISCOUNT8,18,2024-07-21 10:50:14,24.62,Experience was excellent!,4.5,"Pollachi, Thoothukudi, Cuddalore",Region 4: Higher booking volume in this region,0.72,On-time performance is 70%,"Season 7, Season 6",Female,Tablet,Android,Firefox
2017-09-05 09:49:51,2017,9,5,9,49,Day,Ranipet,Kumbakonam,4,"15, 11",Semi-Sleeper Non-AC,653745,customer71@example.com,+123456711089,157.74,Credit Card,8544760452,SRM Transports,BUS185,2023-03-21 18:50:52,"Tiruchirappalli, Neyveli, Cuddalore, Thoothukudi, Thanjavur",DISCOUNT17,11,2023-07-10 03:30:07,41.97,Experience was good!,3.5,"Pollachi, Karur",Region 3: Higher booking volume in this region,0.67,On-time performance is 80%,"Season 3, Season 7",Male,Desktop,macOS,Safari
2021-03-27 23:37:44,2021,3,27,23,37,Night,Coimbatore,Coimbatore,1,"1, 18",Semi-Sleeper Non-AC,678890,customer87@example.com,+123456761589,235.77,Debit Card,9775553135,Bharathi Travels,BUS391,2024-07-07 23:39:17,"Rajapalayam, Thanjavur",DISCOUNT16,20,2023-01-14 20:25:41,15.94,Experience was good!,4.1,"Nagercoil, Vellore, Cuddalore, Pollachi, Kumbakonam",Region 2: Higher booking volume in this region,0.87,On-time performance is 86%,"Season 1, Season 3",Male,Desktop,iOS,Chrome
2016-10-29 06:27:27,2016,10,29,6,27,Day,Thoothukudi,Vellore,2,"24, 27",Luxury AC/Non-AC,266593,customer17@example.com,+123456776789,64.0,Credit Card,8885084377,Bharathi Travels,BUS560,2023-01-06 15:29:28,"Erode, Vellore, Madurai",DISCOUNT11,19,2024-06-19 02:15:25,23.64,Experience was good!,3.8,"Cuddalore, Dindigul, Kancheepuram, Nagercoil",Region 5: Higher booking volume in this region,0.95,On-time performance is 95%,"Season 2, Season 4",Male,Mobile,iOS,Firefox
2020-05-28 13:02:03,2020,5,28,13,2,Day,Vellore,Pollachi,3,"7, 17",Semi-Sleeper Non-AC,554674,customer17@example.com,+123456739589,193.64,Debit Card,6253666057,KPN Travels,BUS973,2024-12-01 02:58:43,"Neyveli, Kumbakonam",DISCOUNT3,6,2024-01-22 06:41:05,25.92,Experience was good!,4.9,"Kancheepuram, Tirunelveli, Chennai, Cuddalore",Region 3: Higher booking volume in this region,0.97,On-time performance is 72%,"Season 2, Season 2",Male,Tablet,macOS,Safari
2019-11-24 08:36:56,2019,11,24,8,36,Day,Nagercoil,Dindigul,1,"26, 22",Volvo AC,735604,customer99@example.com,+123456744889,92.51,Net Banking,2369480364,RKT Tours and Travels,BUS554,2023-06-12 07:28:00,"Chennai, Karur",DISCOUNT1,18,2024-06-22 06:23:32,27.23,Experience was excellent!,4.9,"Tiruchirappalli, Kumbakonam, Neyveli",Region 3: Higher booking volume in this region,0.64,On-time performance is 71%,"Season 2, Season 4",Male,Mobile,macOS,Opera
2024-06-22 12:29:18,2024,6,22,12,29,Day,Thanjavur,Chennai,1,"6, 12",Scania AC,487008,customer31@example.com,+123456783589,231.58,Net Banking,6587089778,MJT Travels,BUS227,2023-09-27 08:21:46,"Rajapalayam, Thanjavur, Cuddalore, Kumbakonam, Nagercoil",DISCOUNT3,5,2024-09-04 13:04:53,19.04,Experience was average!,4.4,"Vellore, Chennai, Kancheepuram",Region 2: Higher booking volume in this region,0.88,On-time performance is 71%,"Season 1, Season 6",Male,Mobile,macOS,Chrome
2024-10-01 10:17:07,2024,10,1,10,17,Day,Neyveli,Pollachi,2,"13, 26",Regular Non-AC,220500,customer88@example.com,+123456765089,284.25,Debit Card,7450611907,Sharma Transports,BUS346,2023-07-04 00:00:11,"Thanjavur, Pollachi, Neyveli, Ranipet, Nagercoil",DISCOUNT19,14,2024-10-15 20:58:13,10.07,Experience was excellent!,3.7,"Karur, Thanjavur",Region 1: Higher booking volume in this region,0.54,On-time performance is 98%,"Season 6, Season 1",Male,Tablet,macOS,Edge
2018-10-20 03:40:15,2018,10,20,3,40,Night,Madurai,Rajapalayam,4,"30, 16",Volvo Multi-Axle AC,140562,customer15@example.com,+123456738089,247.65,Net Banking,5816871675,National Travels,BUS133,2023-04-14 06:04:55,"Kancheepuram, Coimbatore, Tiruchirappalli, Thanjavur, Vellore",DISCOUNT10,6,2023-10-23 18:05:02,11.99,Experience was average!,4.6,"Cuddalore, Rajapalayam, Chennai",Region 3: Higher booking volume in this region,0.68,On-time performance is 73%,"Season 2, Season 7",Female,Mobile,Windows,Edge
2022-05-02 15:14:32,2022,5,2,15,14,Day,Cuddalore,Tiruchirappalli,1,"10, 19",Scania AC,938025,customer37@example.com,+123456759089,103.56,Debit Card,1874007369,Parveen Travels,BUS935,2023-11-14 13:38:39,"Tirunelveli, Cuddalore, Kumbakonam",DISCOUNT18,8,2024-03-16 12:51:44,13.95,Experience was average!,3.8,"Chennai, Cuddalore, Neyveli",Region 4: Higher booking volume in this region,0.62,On-time performance is 88%,"Season 2, Season 7",Female,Desktop,Windows,Chrome
2022-04-14 04:37:11,2022,4,14,4,37,Night,Tirunelveli,Karur,2,"6, 12",AC Sleeper,682707,customer44@example.com,+123456748489,260.91,Net Banking,6604233831,SRM Transports,BUS199,2023-01-17 20:11:36,"Dindigul, Vellore, Rajapalayam, Salem",DISCOUNT17,11,2024-06-23 12:01:35,26.54,Experience was average!,3.4,"Kancheepuram, Neyveli, Erode",Region 3: Higher booking volume in this region,0.98,On-time performance is 86%,"Season 5, Season 5",Male,Mobile,Windows,Opera
2021-10-13 22:02:25,2021,10,13,22,2,Night,Neyveli,Coimbatore,4,"18, 5",Mercedes Benz AC,427275,customer85@example.com,+123456729489,299.75,Credit Card,2643818496,SRS Travels,BUS238,2024-09-21 17:25:58,"Pollachi, Cuddalore, Ranipet, Rajapalayam, Kumbakonam",DISCOUNT5,5,2024-12-04 09:42:32,39.68,Experience was excellent!,3.6,"Coimbatore, Rajapalayam",Region 2: Higher booking volume in this region,0.71,On-time performance is 96%,"Season 4, Season 7",Male,Desktop,macOS,Safari
2023-06-26 19:14:36,2023,6,26,19,14,Night,Kumbakonam,Karur,4,"26, 19",Mercedes Benz AC,320451,customer20@example.com,+123456743089,225.26,Credit Card,3707215198,Ramu Travels,BUS454,2023-09-18 17:51:36,"Chennai, Pollachi, Karur",DISCOUNT16,20,2024-10-26 10:29:50,27.83,Experience was good!,3.7,"Nagercoil, Tiruchirappalli",Region 4: Higher booking volume in this region,0.85,On-time performance is 88%,"Season 4, Season 7",Male,Tablet,iOS,Opera
2023-09-24 17:34:25,2023,9,24,17,34,Day,Madurai,Tiruchirappalli,2,"14, 18",Scania AC,648502,customer68@example.com,+123456750989,289.53,Credit Card,7250468611,ABT X Travels,BUS846,2023-12-22 08:12:07,"Ranipet, Karur, Thanjavur",DISCOUNT11,8,2024-10-31 23:29:35,39.01,Experience was excellent!,3.8,"Vellore, Tiruchirappalli, Thoothukudi, Rajapalayam",Region 3: Higher booking volume in this region,0.86,On-time performance is 99%,"Season 6, Season 4",Female,Tablet,Android,Safari
2018-11-17 13:47:35,2018,11,17,13,47,Day,Cuddalore,Cuddalore,3,"4, 25",Volvo AC,555918,customer15@example.com,+123456794589,129.31,Credit Card,5212165882,Ramu Travels,BUS177,2023-03-02 12:46:11,"Karur, Thanjavur",DISCOUNT7,5,2023-03-21 11:17:19,29.17,Experience was average!,3.2,"Tirunelveli, Thanjavur",Region 3: Higher booking volume in this region,0.79,On-time performance is 91%,"Season 6, Season 1",Male,Desktop,macOS,Firefox
2022-04-09 06:27:21,2022,4,9,6,27,Day,Erode,Salem,3,"24, 9",Luxury AC/Non-AC,933790,customer52@example.com,+123456717489,81.37,Credit Card,7732978964,National Travels,BUS456,2023-04-06 06:58:04,"Kancheepuram, Nagercoil",DISCOUNT7,6,2023-03-13 03:42:53,49.45,Experience was good!,4.9,"Kumbakonam, Cuddalore, Tiruchirappalli, Rajapalayam, Tirunelveli",Region 3: Higher booking volume in this region,0.95,On-time performance is 95%,"Season 1, Season 7",Female,Desktop,Windows,Firefox
2023-01-14 03:21:43,2023,1,14,3,21,Night,Kancheepuram,Cuddalore,1,"7, 25",Double Decker AC/Non-AC,647341,customer94@example.com,+123456759689,90.3,Credit Card,5249104360,Ramu Travels,BUS189,2024-04-05 04:19:51,"Salem, Kumbakonam, Thanjavur",DISCOUNT6,13,2024-09-09 02:56:13,44.0,Experience was excellent!,4.5,"Kancheepuram, Tiruchirappalli",Region 4: Higher booking volume in this region,0.96,On-time performance is 90%,"Season 1, Season 2",Female,Tablet,macOS,Safari
2024-12-16 18:50:19,2024,12,16,18,50,Night,Karur,Coimbatore,4,"11, 4",Luxury AC/Non-AC,157248,customer30@example.com,+123456756489,167.33,Debit Card,3167675061,Sharma Transports,BUS392,2023-09-29 09:00:19,"Tiruchirappalli, Erode, Neyveli",DISCOUNT14,6,2024-12-14 09:28:36,49.23,Experience was excellent!,4.3,"Nagercoil, Vellore",Region 5: Higher booking volume in this region,0.62,On-time performance is 93%,"Season 4, Season 2",Male,Mobile,Windows,Firefox
2021-06-04 07:38:40,2021,6,4,7,38,Day,Thanjavur,Dindigul,4,"14, 20",Party Buses,472955,customer37@example.com,+123456771589,172.22,Credit Card,7096266282,SRS Travels,BUS274,2024-10-05 16:34:06,"Cuddalore, Erode, Vellore, Thoothukudi, Tiruchirappalli",DISCOUNT15,20,2023-02-12 00:55:20,15.99,Experience was average!,3.4,"Kancheepuram, Neyveli, Madurai, Rajapalayam",Region 4: Higher booking volume in this region,0.51,On-time performance is 75%,"Season 6, Season 3",Male,Mobile,Android,Opera
2024-09-16 20:10:53,2024,9,16,20,10,Night,Rajapalayam,Tirunelveli,1,"22, 13",Regular Non-AC,200921,customer23@example.com,+123456741789,113.28,Credit Card,5689810455,SRS Travels,BUS625,2024-11-30 08:51:31,"Kumbakonam, Kancheepuram, Tirunelveli",DISCOUNT18,5,2024-03-23 07:00:28,22.51,Experience was excellent!,4.6,"Cuddalore, Thanjavur, Kancheepuram",Region 4: Higher booking volume in this region,0.88,On-time performance is 81%,"Season 4, Season 5",Male,Mobile,iOS,Edge
2021-12-01 23:33:00,2021,12,1,23,33,Night,Tirunelveli,Tirunelveli,4,"30, 10",AC Sleeper,554203,customer33@example.com,+123456795189,220.94,Debit Card,6397931591,SRM Transports,BUS792,2024-11-27 08:08:25,"Chennai, Salem",DISCOUNT6,17,2023-02-21 07:33:47,15.21,Experience was excellent!,4.4,"Tiruchirappalli, Thanjavur",Region 5: Higher booking volume in this region,0.99,On-time performance is 92%,"Season 4, Season 2",Female,Tablet,macOS,Firefox
2023-02-22 20:13:04,2023,2,22,20,13,Night,Rajapalayam,Cuddalore,3,"28, 25",Volvo Multi-Axle AC,556442,customer79@example.com,+123456734589,147.03,Debit Card,1996438761,Rathimeena Travels,BUS715,2024-04-14 10:37:29,"Kancheepuram, Thoothukudi",DISCOUNT14,11,2024-09-02 11:12:58,22.14,Experience was good!,4.1,"Kumbakonam, Thoothukudi, Kancheepuram",Region 5: Higher booking volume in this region,0.61,On-time performance is 86%,"Season 5, Season 6",Female,Desktop,macOS,Safari
2021-11-16 22:41:05,2021,11,16,22,41,Night,Chennai,Kancheepuram,4,"5, 16",Semi-Sleeper Non-AC,886017,customer44@example.com,+123456755389,237.63,Net Banking,8908119983,Rathimeena Travels,BUS608,2024-06-18 19:45:30,"Neyveli, Dindigul, Vellore",DISCOUNT8,15,2024-03-02 17:41:00,45.08,Experience was excellent!,3.5,"Chennai, Dindigul, Pollachi, Rajapalayam",Region 3: Higher booking volume in this region,0.59,On-time performance is 71%,"Season 4, Season 1",Male,Desktop,macOS,Opera
2022-03-18 03:07:48,2022,3,18,3,7,Night,Ranipet,Karur,2,"30, 3",AC Sleeper,195285,customer22@example.com,+123456745389,268.08,Debit Card,3736983776,Pandian Roadways,BUS901,2023-06-25 10:50:25,"Thanjavur, Chennai, Dindigul, Tiruchirappalli",DISCOUNT2,13,2023-03-25 11:38:02,10.54,Experience was average!,5.0,"Tirunelveli, Erode",Region 1: Higher booking volume in this region,0.59,On-time performance is 93%,"Season 4, Season 1",Male,Desktop,Windows,Safari
2016-07-01 00:42:40,2016,7,1,0,42,Night,Tiruchirappalli,Coimbatore,1,"18, 12",Luxury AC/Non-AC,729446,customer76@example.com,+123456797789,142.41,Debit Card,8540025684,Universal Travels,BUS815,2023-02-17 02:45:33,"Coimbatore, Tiruchirappalli, Thanjavur",DISCOUNT8,15,2023-12-07 08:21:31,19.32,Experience was excellent!,3.6,"Kancheepuram, Karur, Neyveli, Vellore, Madurai",Region 4: Higher booking volume in this region,0.93,On-time performance is 80%,"Season 6, Season 3",Male,Tablet,macOS,Chrome
2018-04-05 23:05:45,2018,4,5,23,5,Night,Thoothukudi,Tiruchirappalli,2,"14, 24",Party Buses,855472,customer34@example.com,+123456711689,120.3,Debit Card,2778195182,Rathimeena Travels,BUS281,2024-08-09 13:46:18,"Salem, Ranipet, Vellore",DISCOUNT11,15,2024-01-09 05:28:44,31.23,Experience was good!,3.4,"Dindigul, Tiruchirappalli, Nagercoil",Region 2: Higher booking volume in this region,0.6,On-time performance is 92%,"Season 4, Season 5",Male,Tablet,iOS,Edge
2019-12-12 02:18:25,2019,12,12,2,18,Night,Thanjavur,Tiruchirappalli,3,"12, 21",Party Buses,836831,customer2@example.com,+123456742989,288.98,Debit Card,6060125285,SRM Transports,BUS201,2024-10-14 18:18:50,"Kumbakonam, Thoothukudi, Coimbatore",DISCOUNT6,11,2024-09-20 19:37:41,17.87,Experience was excellent!,3.9,"Madurai, Erode, Ranipet, Karur, Vellore",Region 4: Higher booking volume in this region,0.83,On-time performance is 84%,"Season 1, Season 7",Male,Desktop,Windows,Chrome
2022-08-30 22:13:12,2022,8,30,22,13,Night,Coimbatore,Vellore,1,"30, 3",Non-AC Sleeper,158854,customer5@example.com,+123456719589,193.69,Debit Card,1171666515,SRS Travels,BUS957,2023-01-15 01:14:23,"Kumbakonam, Ranipet, Vellore, Rajapalayam",DISCOUNT19,17,2023-10-11 02:10:24,37.87,Experience was good!,4.1,"Salem, Karur",Region 5: Higher booking volume in this region,0.71,On-time performance is 84%,"Season 4, Season 7",Male,Desktop,macOS,Safari
2024-12-05 10:32:58,2024,12,5,10,32,Day,Dindigul,Thanjavur,1,"6, 25",Volvo AC,886236,customer66@example.com,+123456723889,155.53,Debit Card,2603049591,Ramu Travels,BUS778,2024-11-21 05:56:00,"Tiruchirappalli, Madurai",DISCOUNT5,19,2023-12-20 06:13:48,26.56,Experience was good!,4.7,"Thoothukudi, Rajapalayam, Ranipet",Region 3: Higher booking volume in this region,0.97,On-time performance is 90%,"Season 1, Season 6",Female,Tablet,Windows,Edge
2023-12-15 17:16:21,2023,12,15,17,16,Day,Pollachi,Thanjavur,3,"25, 3",Luxury AC/Non-AC,961745,customer77@example.com,+123456753489,222.21,Credit Card,5307517892,Thirumal Alaghu Travels,BUS651,2024-07-27 04:47:16,"Salem, Erode",DISCOUNT1,10,2023-10-31 19:13:07,35.86,Experience was average!,3.8,"Neyveli, Salem, Karur, Thoothukudi, Dindigul",Region 2: Higher booking volume in this region,0.88,On-time performance is 87%,"Season 6, Season 3",Male,Desktop,Android,Edge
2022-11-21 08:41:16,2022,11,21,8,41,Day,Tiruchirappalli,Pollachi,1,"23, 10",Regular Non-AC,298860,customer86@example.com,+123456756889,290.06,Net Banking,9358364426,Kesineni Travels,BUS104,2024-05-12 18:48:42,"Kancheepuram, Chennai, Cuddalore, Nagercoil, Tiruchirappalli",DISCOUNT9,20,2023-02-07 21:21:10,45.98,Experience was excellent!,4.2,"Kumbakonam, Ranipet",Region 5: Higher booking volume in this region,0.76,On-time performance is 72%,"Season 1, Season 3",Male,Mobile,iOS,Chrome
2023-01-05 13:45:46,2023,1,5,13,45,Day,Tirunelveli,Erode,2,"17, 3",Mercedes Benz AC,678220,customer26@example.com,+123456780189,294.36,Net Banking,4575294431,Sharma Transports,BUS924,2023-10-02 13:31:15,"Rajapalayam, Kumbakonam, Nagercoil, Vellore, Ranipet",DISCOUNT12,13,2024-04-10 01:44:40,44.07,Experience was good!,3.9,"Karur, Cuddalore, Tiruchirappalli, Coimbatore",Region 1: Higher booking volume in this region,0.82,On-time performance is 70%,"Season 5, Season 7",Male,Desktop,Windows,Firefox
2021-08-18 00:19:42,2021,8,18,0,19,Night,Cuddalore,Salem,1,"7, 28",AC Sleeper,436582,customer34@example.com,+123456762489,96.56,Credit Card,4166043468,Ramu Travels,BUS751,2023-11-12 07:25:42,"Erode, Pollachi, Tiruchirappalli, Thoothukudi, Neyveli",DISCOUNT14,6,2024-02-16 01:35:22,44.76,Experience was excellent!,4.7,"Tiruchirappalli, Thoothukudi, Salem, Ranipet, Karur",Region 1: Higher booking volume in this region,0.53,On-time performance is 74%,"Season 5, Season 4",Male,Desktop,iOS,Edge
2024-02-13 12:49:49,2024,2,13,12,49,Day,Nagercoil,Tiruchirappalli,4,"30, 22",Regular Non-AC,768832,customer60@example.com,+123456789189,66.73,Credit Card,7991522369,Sharma Transports,BUS975,2024-10-30 03:01:07,"Madurai, Pollachi, Chennai, Coimbatore, Thoothukudi",DISCOUNT2,9,2023-08-20 19:32:46,13.75,Experience was good!,3.7,"Kumbakonam, Erode",Region 1: Higher booking volume in this region,0.54,On-time performance is 100%,"Season 1, Season 5",Female,Mobile,macOS,Chrome
2018-11-26 19:31:26,2018,11,26,19,31,Night,Thoothukudi,Dindigul,3,"2, 26",Volvo AC,177658,customer39@example.com,+123456742689,207.79,Credit Card,1621903588,SRM Transports,BUS485,2024-12-04 09:28:18,"Kumbakonam, Erode",DISCOUNT7,6,2023-03-14 03:22:48,19.2,Experience was average!,3.3,"Kumbakonam, Tirunelveli",Region 5: Higher booking volume in this region,0.77,On-time performance is 97%,"Season 3, Season 5",Female,Desktop,macOS,Safari
2023-09-07 22:31:03,2023,9,7,22,31,Night,Karur,Ranipet,4,"19, 1",AC Sleeper,490879,customer93@example.com,+123456737989,262.31,Net Banking,8793810125,Ramu Travels,BUS334,2023-08-30 11:26:21,"Thanjavur, Neyveli, Karur",DISCOUNT9,8,2023-01-01 09:59:52,19.28,Experience was average!,3.5,"Neyveli, Kumbakonam, Erode, Thanjavur",Region 5: Higher booking volume in this region,0.62,On-time performance is 86%,"Season 4, Season 7",Female,Desktop,Android,Edge
2024-08-24 05:47:21,2024,8,24,5,47,Night,Kumbakonam,Thoothukudi,3,"9, 15",Volvo Multi-Axle AC,244222,customer28@example.com,+123456715789,136.54,Debit Card,8807731901,Sharma Transports,BUS288,2023-11-30 17:58:04,"Madurai, Neyveli, Vellore, Dindigul",DISCOUNT5,6,2024-04-01 05:28:09,35.12,Experience was good!,3.1,"Erode, Thoothukudi, Salem, Cuddalore",Region 4: Higher booking volume in this region,0.97,On-time performance is 81%,"Season 7, Season 5",Female,Desktop,Windows,Safari
2017-03-19 09:53:53,2017,3,19,9,53,Day,Tiruchirappalli,Vellore,1,"12, 28",Regular Non-AC,648051,customer41@example.com,+123456726289,204.58,Debit Card,7820726487,Sharma Transports,BUS616,2024-10-24 03:33:23,"Pollachi, Tiruchirappalli, Nagercoil, Erode",DISCOUNT4,14,2024-02-21 18:03:14,40.41,Experience was excellent!,4.6,"Cuddalore, Kancheepuram, Pollachi, Dindigul, Kumbakonam",Region 2: Higher booking volume in this region,0.69,On-time performance is 93%,"Season 2, Season 4",Male,Tablet,macOS,Firefox
2019-10-16 11:32:56,2019,10,16,11,32,Day,Dindigul,Pollachi,2,"21, 11",Double Decker AC/Non-AC,588755,customer12@example.com,+123456768689,145.99,Net Banking,1563568809,National Travels,BUS379,2023-05-21 06:38:44,"Kumbakonam, Thanjavur, Tirunelveli, Chennai, Karur",DISCOUNT2,13,2024-02-19 07:24:37,46.6,Experience was average!,3.6,"Ranipet, Tiruchirappalli, Dindigul, Thoothukudi, Rajapalayam",Region 1: Higher booking volume in this region,0.75,On-time performance is 70%,"Season 5, Season 7",Female,Desktop,Android,Opera
2024-03-26 05:49:07,2024,3,26,5,49,Night,Dindigul,Tiruchirappalli,4,"9, 8",Volvo AC,206097,customer14@example.com,+123456737389,246.97,Debit Card,1427704740,SRS Travels,BUS829,2023-10-14 21:34:18,"Tiruchirappalli, Ranipet",DISCOUNT2,18,2023-12-28 11:47:43,23.06,Experience was excellent!,5.0,"Karur, Nagercoil, Cuddalore, Thanjavur, Madurai",Region 1: Higher booking volume in this region,0.89,On-time performance is 91%,"Season 5, Season 7",Male,Mobile,macOS,Safari
2021-03-18 04:23:55,2021,3,18,4,23,Night,Tiruchirappalli,Thanjavur,4,"18, 9",Semi-Sleeper Non-AC,944999,customer29@example.com,+123456765089,95.85,Debit Card,1258434008,Universal Travels,BUS367,2024-12-15 13:33:49,"Tirunelveli, Kancheepuram, Ranipet, Pollachi",DISCOUNT10,9,2023-10-12 12:31:32,26.97,Experience was excellent!,4.5,"Kumbakonam, Karur, Coimbatore, Dindigul",Region 1: Higher booking volume in this region,0.69,On-time performance is 75%,"Season 4, Season 2",Male,Mobile,Windows,Safari
2024-09-06 11:24:24,2024,9,6,11,24,Day,Dindigul,Kancheepuram,2,"7, 25",Mercedes Benz AC,408424,customer1@example.com,+123456716189,54.08,Net Banking,5426709829,ABT X Travels,BUS286,2024-11-12 04:42:05,"Cuddalore, Salem, Tirunelveli, Madurai, Rajapalayam",DISCOUNT20,15,2023-03-02 13:07:55,49.94,Experience was average!,3.4,"Chennai, Kancheepuram, Tirunelveli, Vellore",Region 5: Higher booking volume in this region,0.68,On-time performance is 72%,"Season 3, Season 1",Female,Desktop,Windows,Chrome
2021-11-21 20:28:17,2021,11,21,20,28,Night,Chennai,Neyveli,3,"22, 26",Volvo AC,553990,customer61@example.com,+123456737889,286.09,Debit Card,9775211536,Ramu Travels,BUS641,2024-11-29 14:51:01,"Vellore, Tirunelveli",DISCOUNT7,7,2024-08-08 10:07:45,45.86,Experience was average!,3.4,"Thoothukudi, Madurai, Coimbatore",Region 2: Higher booking volume in this region,0.61,On-time performance is 83%,"Season 6, Season 6",Female,Tablet,Android,Firefox
2023-10-15 17:41:20,2023,10,15,17,41,Day,Kancheepuram,Erode,2,"10, 28",Double Decker AC/Non-AC,865444,customer7@example.com,+123456760289,139.19,Credit Card,1714836809,Bharathi Travels,BUS831,2024-11-16 15:12:40,"Salem, Neyveli, Tirunelveli",DISCOUNT12,11,2023-11-19 21:56:07,35.66,Experience was average!,4.9,"Erode, Vellore",Region 1: Higher booking volume in this region,0.66,On-time performance is 80%,"Season 3, Season 2",Male,Mobile,Android,Edge
